학교ID,학교명,학교급구분,설립일자,설립형태,본교분교구분,운영상태,소재지지번주소,소재지도로명주소,시도교육청코드,시도교육청명,교육지원청코드,교육지원청명,생성일자,변경일자,위도,경도,데이터기준일자
B000008407,서울문영여자중학교,중학교,1926-04-01,사립,본교,운영,서울특별시 관악구 봉천동 1695,서울특별시 관악구 관악로 85,7010000,서울특별시교육청,7132000,서울특별시동작관악교육지원청,2013-11-29,2020-09-22,37.47393742,126.95140890000002,2021-03-25
B000008337,신정여자중학교,중학교,1978-12-05,사립,본교,운영,서울특별시 강서구 화곡동 477-1,서울특별시 강서구 등촌로13아길 20,7010000,서울특별시교육청,7081300,서울특별시강서양천교육지원청,2013-11-29,2020-09-22,37.53811563,126.8563979,2021-03-25
B000001939,서울성원초등학교,초등학교,1986-10-21,공립,본교,운영,서울특별시 마포구 성산동 175-1,서울특별시 마포구 월드컵로36길 34,7010000,서울특별시교육청,7031000,서울특별시서부교육지원청,2013-11-29,2020-09-22,37.56698252,126.90454209999999,2021-03-25
B000001975,서울오류남초등학교,초등학교,1982-06-01,공립,본교,운영,서울특별시 구로구 오류동 191-1,서울특별시 구로구 서해안로24길 22,7010000,서울특별시교육청,7041000,서울특별시남부교육지원청,2013-11-29,2020-09-22,37.48938155,126.8384138,2021-03-25
B000008371,개원중학교,중학교,1985-03-01,공립,본교,운영,서울특별시 강남구 개포동 184,서울특별시 강남구 영동대로 101,7010000,서울특별시교육청,7091300,서울특별시강남서초교육지원청,2013-11-29,2020-09-22,37.49134112,127.0713703,2021-03-25
B000011993,한성고등학교,고등학교,1928-09-25,사립,본교,운영,서울특별시 서대문구 북아현동 170-1,서울특별시 서대문구 북아현로1길 24,7010000,서울특별시교육청,7031000,서울특별시서부교육지원청,2013-11-29,2020-09-22,37.55973279,126.9544615,2021-03-25
B000002298,서울역삼초등학교,초등학교,1979-09-27,공립,본교,운영,서울특별시 강남구 역삼동 833-7,서울특별시 강남구 강남대로66길 21,7010000,서울특별시교육청,7091300,서울특별시강남서초교육지원청,2013-11-29,2020-09-22,37.49316528,127.0326527,2021-03-25
B000011322,미래산업과학고등학교,고등학교,1994-03-01,사립,본교,운영,서울특별시 노원구 중계동 369-3,서울특별시 노원구 덕릉로82길 54,7010000,서울특별시교육청,7051000,서울특별시북부교육지원청,2013-11-29,2020-09-22,37.65904944,127.0790031,2021-03-25
B000002109,서울원효초등학교,초등학교,1982-12-07,공립,본교,운영,서울특별시 용산구 산천동 6-73,서울특별시 용산구 효창원로13길 38,7010000,서울특별시교육청,7061000,서울특별시중부교육지원청,2013-11-29,2020-09-22,37.53607983,126.9514815,2021-03-25
B000002323,서울흑석초등학교,초등학교,1968-09-23,공립,본교,운영,서울특별시 동작구 흑석동 7-1,서울특별시 동작구 현충로 87,7010000,서울특별시교육청,7132000,서울특별시동작관악교육지원청,2013-11-29,2020-09-22,37.50858214,126.9651701,2021-03-25
B000012017,영일고등학교,고등학교,1975-05-15,사립,본교,운영,서울특별시 강서구 등촌동 525,서울특별시 강서구 등촌로51가길 26,7010000,서울특별시교육청,7081300,서울특별시강서양천교육지원청,2013-11-29,2020-09-22,37.54777198,126.86170190000001,2021-03-25
B000008164,개웅중학교,중학교,1987-02-12,공립,본교,운영,서울특별시 구로구 개봉동 273-15,서울특별시 구로구 개봉로11길 81,7010000,서울특별시교육청,7041000,서울특별시남부교육지원청,2013-11-29,2020-09-22,37.48731462,126.8511971,2021-03-25
B000002381,서울중광초등학교,초등학교,1998-09-01,공립,본교,운영,서울특별시 광진구 중곡동 220-22,서울특별시 광진구 긴고랑로13길 59,7010000,서울특별시교육청,7134000,서울특별시성동광진교육지원청,2013-11-29,2020-09-22,37.56511742,127.08243600000002,2021-03-25
B000012061,경기여자고등학교,고등학교,1908-04-01,공립,본교,운영,서울특별시 강남구 개포동 152,서울특별시 강남구 삼성로 29,7010000,서울특별시교육청,7091300,서울특별시강남서초교육지원청,2013-11-29,2020-09-22,37.48667354,127.065823,2021-03-25
B000001940,서울성서초등학교,초등학교,1984-05-23,공립,본교,운영,서울특별시 마포구 성산동 31-1,서울특별시 마포구 성미산로7길 24,7010000,서울특별시교육청,7031000,서울특별시서부교육지원청,2013-11-29,2021-03-23,37.5604451,126.9113858,2021-03-25
B000001878,서울묵동초등학교,초등학교,1972-12-23,공립,본교,운영,서울특별시 중랑구 중화동 277-1,서울특별시 중랑구 동일로138길 27,7010000,서울특별시교육청,7021000,서울특별시동부교육지원청,2013-11-29,2020-09-22,37.60399167,127.08143829999999,2021-03-25
B000001906,서울대은초등학교,초등학교,1982-10-08,공립,본교,운영,서울특별시 은평구 대조동 82-5,서울특별시 은평구 통일로69길 12-15,7010000,서울특별시교육청,7031000,서울특별시서부교육지원청,2013-11-29,2020-09-22,37.61183648,126.92623880000001,2021-03-25
B000008333,등원중학교,중학교,1995-05-04,공립,본교,운영,서울특별시 강서구 등촌동 707-4,서울특별시 강서구 화곡로65길 50,7010000,서울특별시교육청,7081300,서울특별시강서양천교육지원청,2013-11-29,2020-09-22,37.55953856,126.8514652,2021-03-25
B000001970,서울구일초등학교,초등학교,1987-10-22,공립,본교,운영,서울특별시 구로구 구로동 685-221,서울특별시 구로구 구일로 68,7010000,서울특별시교육청,7041000,서울특별시남부교육지원청,2013-11-29,2020-09-22,37.49274072,126.8729387,2021-03-25
B000008427,광진중학교,중학교,1979-10-10,공립,본교,운영,서울특별시 광진구 자양동 693,서울특별시 광진구 뚝섬로64길 45,7010000,서울특별시교육청,7134000,서울특별시성동광진교육지원청,2013-11-29,2020-09-22,37.53178747,127.08962140000001,2021-03-25
B000011798,명덕외국어고등학교,고등학교,1991-09-11,사립,본교,운영,서울특별시 강서구 내발산동 169-1,서울특별시 강서구 강서로47길 34-10,7010000,서울특별시교육청,7081300,서울특별시강서양천교육지원청,2013-11-29,2020-09-22,37.55413149,126.8333317,2021-03-25
B000002186,서울신은초등학교,초등학교,2011-09-01,공립,본교,운영,서울특별시 양천구 신정동 1319,서울특별시 양천구 신정이펜2로 30,7010000,서울특별시교육청,7081300,서울특별시강서양천교육지원청,2013-11-29,2020-09-22,37.51404913,126.8320115,2021-03-25
B000002290,서울학동초등학교,초등학교,1979-04-11,공립,본교,운영,서울특별시 강남구 논현동 264-7,서울특별시 강남구 선릉로115길 42,7010000,서울특별시교육청,7091300,서울특별시강남서초교육지원청,2013-11-29,2020-09-22,37.51212997,127.0398509,2021-03-25
B000008276,보성중학교,중학교,1906-09-05,사립,본교,운영,서울특별시 송파구 방이동 89-22,서울특별시 송파구 양재대로 1278,7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2020-09-22,37.51992884,127.13445259999999,2021-03-25
B000008422,광장중학교,중학교,1983-04-06,공립,본교,운영,서울특별시 광진구 광장동 394-5,서울특별시 광진구 광장로1길 1,7010000,서울특별시교육청,7134000,서울특별시성동광진교육지원청,2013-11-29,2020-09-22,37.54704377,127.1014269,2021-03-25
B000002120,서울남정초등학교,초등학교,1945-11-01,공립,본교,운영,서울특별시 용산구 원효로2가 54-1,서울특별시 용산구 원효로64길 17-10,7010000,서울특별시교육청,7061000,서울특별시중부교육지원청,2013-11-29,2020-09-22,37.53656475,126.9649864,2021-03-25
B000008182,당산서중학교,중학교,1982-12-09,공립,본교,운영,서울특별시 영등포구 당산동5가 5,서울특별시 영등포구 당산로41길 12,7010000,서울특별시교육청,7041000,서울특별시남부교육지원청,2013-11-29,2020-09-22,37.53206075,126.89860520000002,2021-03-25
B000008257,서울체육중학교,중학교,1971-03-20,공립,본교,운영,서울특별시 송파구 방이동 88-14,서울특별시 송파구 강동대로 232,7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2020-09-22,37.52226989,127.13046399999999,2021-03-25
B000002037,서울신화초등학교,초등학교,1984-10-30,공립,본교,운영,서울특별시 도봉구 창동 504-33,서울특별시 도봉구 우이천로 120,7010000,서울특별시교육청,7051000,서울특별시북부교육지원청,2013-11-29,2020-09-22,37.63248977,127.0412247,2021-03-25
B000002057,서울상곡초등학교,초등학교,1989-05-03,공립,본교,운영,서울특별시 노원구 상계동 678,서울특별시 노원구 노원로38길 34,7010000,서울특별시교육청,7051000,서울특별시북부교육지원청,2013-11-29,2020-09-22,37.66272176,127.06264840000001,2021-03-25
B000002282,서울언주초등학교,초등학교,1927-10-08,공립,본교,운영,서울특별시 강남구 도곡동 922,서울특별시 강남구 남부순환로363길 19,7010000,서울특별시교육청,7091300,서울특별시강남서초교육지원청,2013-11-29,2020-09-22,37.48655528,127.03703929999999,2021-03-25
B000002241,서울방화초등학교,초등학교,1986-05-06,공립,본교,운영,서울특별시 강서구 방화동 542-2,서울특별시 강서구 양천로6길 92,7010000,서울특별시교육청,7081300,서울특별시강서양천교육지원청,2013-11-29,2020-09-22,37.56862486,126.80696940000001,2021-03-25
B000008134,연북중학교,중학교,1985-05-14,공립,본교,운영,서울특별시 서대문구 연희동 141,서울특별시 서대문구 연희로36길 32,7010000,서울특별시교육청,7031000,서울특별시서부교육지원청,2013-11-29,2020-09-22,37.57758095,126.9380078,2021-03-25
B000008174,가산중학교,중학교,1971-03-03,공립,본교,운영,서울특별시 금천구 독산동 300-21,서울특별시 금천구 시흥대로115길 48,7010000,서울특별시교육청,7041000,서울특별시남부교육지원청,2013-11-29,2020-09-22,37.46837407,126.8943615,2021-03-25
B000002017,서울초당초등학교,초등학교,1993-10-28,공립,본교,운영,서울특별시 도봉구 방학동 514-2,서울특별시 도봉구 해등로32길 11,7010000,서울특별시교육청,7051000,서울특별시북부교육지원청,2013-11-29,2020-09-22,37.6581088,127.02230149999998,2021-03-25
B000012058,서문여자고등학교,고등학교,1973-05-23,사립,본교,운영,서울특별시 서초구 방배동 1514,서울특별시 서초구 동광로12길 84,7010000,서울특별시교육청,7091300,서울특별시강남서초교육지원청,2013-11-29,2020-09-22,37.48953343,126.98542759999998,2021-03-25
B000002408,서울정릉초등학교,초등학교,1985-07-10,공립,본교,운영,서울특별시 성북구 정릉동 798-1,서울특별시 성북구 솔샘로25가길 8,7010000,서울특별시교육청,7121200,서울특별시성북강북교육지원청,2013-11-29,2020-09-22,37.61964055,127.0053469,2021-03-25
B000002136,서울잠현초등학교,초등학교,2008-10-27,공립,본교,운영,서울특별시 송파구 신천동 17-2,서울특별시 송파구 올림픽로 37길 109,7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2020-09-22,37.52242179,127.10477859999999,2021-03-25
B000011950,송곡여자고등학교,고등학교,1973-05-24,사립,본교,운영,서울특별시 중랑구 망우동 252-1,서울특별시 중랑구 양원역로 67,7010000,서울특별시교육청,7021000,서울특별시동부교육지원청,2013-11-29,2020-09-22,37.60676073,127.10473789999999,2021-03-25
B000008155,광성중학교,중학교,1894-04-06,사립,본교,운영,서울특별시 마포구 신수동 91-20,서울특별시 마포구 신수로8길 20,7010000,서울특별시교육청,7031000,서울특별시서부교육지원청,2013-11-29,2020-09-22,37.54846912,126.9368808,2021-03-25
B000011961,영훈고등학교,고등학교,1973-03-02,사립,본교,운영,서울특별시 강북구 미아동 471-2,서울특별시 강북구 도봉로13가길 19,7010000,서울특별시교육청,7121200,서울특별시성북강북교육지원청,2013-11-29,2020-09-22,37.61359434,127.02773940000002,2021-03-25
B000012070,진선여자고등학교,고등학교,1976-12-28,사립,본교,운영,서울특별시 강남구 역삼동 713,서울특별시 강남구 선릉로85길 27,7010000,서울특별시교육청,7091300,서울특별시강남서초교육지원청,2013-11-29,2020-09-22,37.50185588,127.0469382,2021-03-25
B000002373,서울장안초등학교,초등학교,1955-03-19,공립,본교,운영,서울특별시 광진구 군자동 365,서울특별시 광진구 군자로 74,7010000,서울특별시교육청,7134000,서울특별시성동광진교육지원청,2013-11-29,2020-09-22,37.55018701,127.07212690000001,2021-03-25
B000008402,삼성중학교,중학교,1971-03-01,공립,본교,운영,서울특별시 관악구 신림동 220-1,서울특별시 관악구 신림로3가길 39-24,7010000,서울특별시교육청,7132000,서울특별시동작관악교육지원청,2013-11-29,2020-09-22,37.46781312,126.9431996,2021-03-25
B000001945,서울한서초등학교,초등학교,1945-11-01,공립,본교,운영,서울특별시 마포구 염리동 24-140,서울특별시 마포구 대흥로24바길 27,7010000,서울특별시교육청,7031000,서울특별시서부교육지원청,2013-11-29,2020-09-22,37.55351907,126.9496358,2021-03-25
B000008324,경서중학교,중학교,1993-04-04,공립,본교,운영,서울특별시 강서구 가양동 1483,서울특별시 강서구 양천로59길 31,7010000,서울특별시교육청,7081300,서울특별시강서양천교육지원청,2013-11-29,2020-09-22,37.56115203,126.8585442,2021-03-25
B000002052,서울용원초등학교,초등학교,1996-05-06,공립,본교,운영,서울특별시 노원구 공릉동 709,서울특별시 노원구 섬밭로 144,7010000,서울특별시교육청,7051000,서울특별시북부교육지원청,2013-11-29,2020-09-22,37.62926521,127.06889309999998,2021-03-25
B000002367,서울양진초등학교,초등학교,2005-03-01,공립,본교,운영,서울특별시 광진구 광장동 414-1,서울특별시 광진구 워커힐로 32,7010000,서울특별시교육청,7134000,서울특별시성동광진교육지원청,2013-11-29,2020-09-22,37.54424033,127.09832490000001,2021-03-25
B000002004,서울당중초등학교,초등학교,1949-10-28,공립,본교,운영,서울특별시 영등포구 양평동3가 42,서울특별시 영등포구 선유로 131,7010000,서울특별시교육청,7041000,서울특별시남부교육지원청,2013-11-29,2020-09-22,37.52651876,126.889994,2021-03-25
B000001962,서울고척초등학교,초등학교,1967-04-07,공립,본교,운영,서울특별시 구로구 고척동 129-3,서울특별시 구로구 경서로 31,7010000,서울특별시교육청,7041000,서울특별시남부교육지원청,2013-11-29,2020-09-22,37.50104253,126.8569791,2021-03-25
B000011951,혜원여자고등학교,고등학교,1973-03-05,사립,본교,운영,서울특별시 중랑구 망우동 519,서울특별시 중랑구 봉우재로58길 39,7010000,서울특별시교육청,7021000,서울특별시동부교육지원청,2013-11-29,2020-09-22,37.59312555,127.09680900000001,2021-03-25
B000011795,대일외국어고등학교,고등학교,1984-09-24,사립,본교,운영,서울특별시 성북구 정릉동 산16-36,서울특별시 성북구 서경로 116,7010000,서울특별시교육청,7121200,서울특별시성북강북교육지원청,2013-11-29,2020-09-22,37.61372361,127.0139551,2021-03-25
B000001863,서울망우초등학교,초등학교,1977-03-01,공립,본교,운영,서울특별시 중랑구 망우동 153-1,서울특별시 중랑구 망우로72길 49,7010000,서울특별시교육청,7021000,서울특별시동부교육지원청,2013-11-29,2020-09-22,37.59832903,127.1034344,2021-03-25
B000025276,서울새솔초등학교,초등학교,2014-03-01,공립,본교,운영,서울특별시 중랑구 신내동 241,서울특별시 중랑구 신내역로1길 164,7010000,서울특별시교육청,7021000,서울특별시동부교육지원청,2013-11-29,2020-09-22,37.61798909,127.1114668,2021-03-25
B000008293,천호중학교,중학교,1969-11-07,공립,본교,운영,서울특별시 강동구 천호동 38-1,서울특별시 강동구 상암로 153,7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2020-09-22,37.54637206,127.13957679999999,2021-03-25
B000024206,서울고현초등학교,초등학교,2020-03-01,공립,본교,운영,서울특별시 강동구 상일동 121,서울특별시 강동구 상일로11길 110,7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2020-09-22,37.55405326,127.1658598,2021-03-25
B000012077,문정고등학교,고등학교,2008-03-01,공립,본교,운영,서울특별시 송파구 문정동 90,서울특별시 송파구 송이로34길 62,7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2020-09-22,37.48467577,127.1271371,2021-03-25
B000008133,신연중학교,중학교,1987-04-20,공립,본교,운영,서울특별시 서대문구 연희동 1-107,서울특별시 서대문구 모래내로 408,7010000,서울특별시교육청,7031000,서울특별시서부교육지원청,2013-11-29,2020-09-22,37.58312322,126.94004380000001,2021-03-25
B000002407,서울정수초등학교,초등학교,1986-04-06,공립,본교,운영,서울특별시 성북구 정릉동 431-62,서울특별시 성북구 정릉로24길 58,7010000,서울특별시교육청,7121200,서울특별시성북강북교육지원청,2013-11-29,2020-09-22,37.60402862,127.00795259999998,2021-03-25
B000002228,서울가곡초등학교,초등학교,1993-04-13,공립,본교,운영,서울특별시 강서구 마곡동 728-28,서울특별시 강서구 공항대로36길 74,7010000,서울특별시교육청,7081300,서울특별시강서양천교육지원청,2013-11-29,2020-09-22,37.55538679,126.8358488,2021-03-25
B000002230,서울양천초등학교,초등학교,1900-04-01,공립,본교,운영,서울특별시 강서구 가양동 272-11,서울특별시 강서구 양천로 329,7010000,서울특별시교육청,7081300,서울특별시강서양천교육지원청,2013-11-29,2020-09-22,37.57002501,126.8396521,2021-03-25
B000008421,자양중학교,중학교,1984-03-01,공립,본교,운영,서울특별시 광진구 자양동 524-10,서울특별시 광진구 뚝섬로41길 33,7010000,서울특별시교육청,7134000,서울특별시성동광진교육지원청,2013-11-29,2020-09-22,37.53522828,127.07447820000002,2021-03-25
B000002148,서울석촌초등학교,초등학교,1990-05-10,공립,본교,운영,서울특별시 송파구 석촌동 267,서울특별시 송파구 가락로11길 26,7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2020-09-22,37.50257259,127.10477730000001,2021-03-25
B000002118,서울금양초등학교,초등학교,1915-09-15,공립,본교,운영,서울특별시 용산구 효창동 126-4,서울특별시 용산구 효창원로 137,7010000,서울특별시교육청,7061000,서울특별시중부교육지원청,2013-11-29,2020-09-22,37.5404868,126.96125959999999,2021-03-25
B000011317,광운전자공업고등학교,고등학교,1934-05-20,사립,본교,운영,서울특별시 노원구 월계동 500,서울특별시 노원구 광운로1길 24,7010000,서울특별시교육청,7051000,서울특별시북부교육지원청,2013-11-29,2020-09-22,37.62079058,127.0562873,2021-03-25
B000002112,서울이태원초등학교,초등학교,1943-05-01,공립,본교,운영,서울특별시 용산구 이태원동 406,서울특별시 용산구 녹사평대로40길 19,7010000,서울특별시교육청,7061000,서울특별시중부교육지원청,2013-11-29,2020-09-22,37.53589957,126.98794679999999,2021-03-25
B000001908,선일초등학교,초등학교,1965-09-27,사립,본교,운영,서울특별시 은평구 갈현동 240-1,서울특별시 은평구 갈현로29길 27,7010000,서울특별시교육청,7031000,서울특별시서부교육지원청,2013-11-29,2020-09-22,37.61987517,126.91316909999999,2021-03-25
B000001859,서울면목초등학교,초등학교,1944-11-12,공립,본교,운영,서울특별시 중랑구 면목동 221,서울특별시 중랑구 면목로 434,7010000,서울특별시교육청,7021000,서울특별시동부교육지원청,2013-11-29,2020-09-22,37.59113421,127.0877149,2021-03-25
B000011994,중앙여자고등학교,고등학교,1940-10-10,사립,본교,운영,서울특별시 서대문구 북아현동 190-1,서울특별시 서대문구 북아현로11가길 7,7010000,서울특별시교육청,7031000,서울특별시서부교육지원청,2013-11-29,2020-09-22,37.56209451,126.95259250000001,2021-03-25
B000002093,서울효제초등학교,초등학교,1895-11-15,공립,본교,운영,서울특별시 종로구 효제동 255-4,서울특별시 종로구 대학로 12,7010000,서울특별시교육청,7061000,서울특별시중부교육지원청,2013-11-29,2020-09-22,37.57268283,127.0028689,2021-03-25
B000008435,삼선중학교,중학교,1960-05-03,공립,본교,운영,서울특별시 성북구 동소문동4가 278-174,서울특별시 성북구 동소문로3길 69,7010000,서울특별시교육청,7121200,서울특별시성북강북교육지원청,2013-11-29,2020-09-22,37.59147451,127.0083108,2021-03-25
B000002277,서울수서초등학교,초등학교,1992-07-15,공립,본교,운영,서울특별시 강남구 수서동 709,서울특별시 강남구 광평로51길 46,7010000,서울특별시교육청,7091300,서울특별시강남서초교육지원청,2013-11-29,2020-09-22,37.49102353,127.1015496,2021-03-25
B000008430,동국대학교사범대학부속여자중학교,중학교,1930-06-20,사립,본교,운영,서울특별시 광진구 구의동 238-1,서울특별시 광진구 광나루로36길 47,7010000,서울특별시교육청,7134000,서울특별시성동광진교육지원청,2013-11-29,2020-09-22,37.54263066,127.0874025,2021-03-25
B000011801,서울공연예술고등학교,고등학교,1966-10-02,사립,본교,운영,서울특별시 구로구 궁동 147-1,서울특별시 구로구 오리로22나길 16-26,7010000,서울특별시교육청,7041000,서울특별시남부교육지원청,2013-11-29,2020-09-22,37.50008478,126.83255690000001,2021-03-25
B000008439,개운중학교,중학교,2006-03-01,공립,본교,운영,서울특별시 성북구 돈암동 83-145,서울특별시 성북구 북악산로 935,7010000,서울특별시교육청,7121200,서울특별시성북강북교육지원청,2013-11-29,2020-09-22,37.59470879,127.0249324,2021-03-25
B000002370,서울동의초등학교,초등학교,1987-07-09,공립,본교,운영,서울특별시 광진구 구의동 4-5,서울특별시 광진구 영화사로 111,7010000,서울특별시교육청,7134000,서울특별시성동광진교육지원청,2013-11-29,2020-09-22,37.5535347,127.0984388,2021-03-25
B000001924,서울인왕초등학교,초등학교,1962-11-12,공립,본교,운영,서울특별시 서대문구 홍제동 241-113,서울특별시 서대문구 세무서길 33-9,7010000,서울특별시교육청,7031000,서울특별시서부교육지원청,2013-11-29,2020-09-22,37.59023007,126.94478909999998,2021-03-25
B000008443,고명중학교,중학교,1955-03-15,사립,본교,운영,서울특별시 성북구 돈암동 45-88,서울특별시 성북구 북악산로 870,7010000,서울특별시교육청,7121200,서울특별시성북강북교육지원청,2013-11-29,2020-09-22,37.59770429,127.01954540000001,2021-03-25
B000008231,청운중학교,중학교,1952-02-01,공립,본교,운영,서울특별시 종로구 청운동 89-142,서울특별시 종로구 창의문로 51,7010000,서울특별시교육청,7061000,서울특별시중부교육지원청,2013-11-29,2020-09-22,37.58916985,126.97109590000001,2021-03-25
B000002374,서울자양초등학교,초등학교,1945-12-10,공립,본교,운영,서울특별시 광진구 자양동 222-6,서울특별시 광진구 아차산로44길 26,7010000,서울특별시교육청,7134000,서울특별시성동광진교육지원청,2013-11-29,2020-09-22,37.53686705,127.079457,2021-03-25
B000011804,국립국악고등학교,고등학교,1972-09-09,국립,본교,운영,서울특별시 강남구 개포동 1272,서울특별시 강남구 개포로22길 65,7010000,서울특별시교육청,7091300,서울특별시강남서초교육지원청,2013-11-29,2020-09-22,37.47642432,127.051273,2021-03-25
B000011294,한양공업고등학교,고등학교,1945-09-01,사립,본교,운영,서울특별시 중구 신당동 224-2,서울특별시 중구 을지로 299,7010000,서울특별시교육청,7061000,서울특별시중부교육지원청,2013-11-29,2020-09-22,37.56537604,127.0116174,2021-03-25
B000002245,서울신월초등학교,초등학교,1975-03-11,공립,본교,운영,서울특별시 강서구 화곡동 1080,서울특별시 강서구 강서로31길 48,7010000,서울특별시교육청,7081300,서울특별시강서양천교육지원청,2013-11-29,2020-09-22,37.53999528,126.83911409999999,2021-03-25
B000011796,서울외국어고등학교,고등학교,1993-10-05,사립,본교,운영,서울특별시 도봉구 창동 35,서울특별시 도봉구 덕릉로66길 22,7010000,서울특별시교육청,7051000,서울특별시북부교육지원청,2013-11-29,2020-09-22,37.64528363,127.0519514,2021-03-25
B000002062,서울노원초등학교,초등학교,1973-09-04,공립,본교,운영,서울특별시 노원구 상계동 1014,서울특별시 노원구 동일로230나길 32,7010000,서울특별시교육청,7051000,서울특별시북부교육지원청,2013-11-29,2020-09-22,37.67296962,127.0583765,2021-03-25
B000011991,선정고등학교,고등학교,1950-05-22,사립,본교,운영,서울특별시 은평구 갈현동 227-5,서울특별시 은평구 서오릉로20길 19,7010000,서울특별시교육청,7031000,서울특별시서부교육지원청,2013-11-29,2020-09-22,37.61800407,126.908824,2021-03-25
B000002014,서울대길초등학교,초등학교,1983-09-14,공립,본교,운영,서울특별시 영등포구 신길동 4482,서울특별시 영등포구 대방천로 206,7010000,서울특별시교육청,7041000,서울특별시남부교육지원청,2013-11-29,2020-09-22,37.49811236,126.91382340000001,2021-03-25
B000002207,서울신남초등학교,초등학교,1983-10-24,공립,본교,운영,서울특별시 양천구 신월동 587,서울특별시 양천구 남부순환로83길 44,7010000,서울특별시교육청,7081300,서울특별시강서양천교육지원청,2013-11-29,2021-03-23,37.51612178,126.8444965,2021-03-25
B000001887,서울구현초등학교,초등학교,2009-04-27,공립,본교,운영,서울특별시 은평구 구산동 164,서울특별시 은평구 갈현로15길 51,7010000,서울특별시교육청,7031000,서울특별시서부교육지원청,2013-11-29,2020-09-22,37.60956786,126.90579579999999,2021-03-25
B000001932,서울용강초등학교,초등학교,1916-04-26,공립,본교,운영,서울특별시 마포구 대흥동 51,서울특별시 마포구 백범로17길 9,7010000,서울특별시교육청,7031000,서울특별시서부교육지원청,2013-11-29,2020-09-22,37.54872321,126.94375430000001,2021-03-25
B000002358,서울경일초등학교,초등학교,1984-10-31,공립,본교,운영,서울특별시 성동구 성수동1가 656-32,서울특별시 성동구 뚝섬로 332,7010000,서울특별시교육청,7134000,서울특별시성동광진교육지원청,2013-11-29,2020-09-22,37.54045968,127.0470928,2021-03-25
B000011976,영신여자고등학교,고등학교,1987-05-08,사립,본교,운영,서울특별시 노원구 중계동 118,서울특별시 노원구 중계로16나길 13,7010000,서울특별시교육청,7051000,서울특별시북부교육지원청,2013-11-29,2020-09-22,37.65232025,127.08328929999999,2021-03-25
B000008107,상봉중학교,중학교,2001-05-06,공립,본교,운영,서울특별시 중랑구 상봉동 282,서울특별시 중랑구 상봉중앙로8나길 28,7010000,서울특별시교육청,7021000,서울특별시동부교육지원청,2013-11-29,2020-09-22,37.60135015,127.09027820000001,2021-03-25
B000002152,서울개롱초등학교,초등학교,2008-03-03,공립,본교,운영,서울특별시 송파구 오금동 159,서울특별시 송파구 문정로 211,7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2020-09-22,37.49711757,127.13966380000001,2021-03-25
B000022763,서울공항초등학교,초등학교,1983-05-06,공립,본교,운영,서울특별시 강서구 마곡동 397-2,서울특별시 강서구 마곡서1로 68,7010000,서울특별시교육청,7081300,서울특별시강서양천교육지원청,2013-11-29,2020-09-22,37.56302167,126.8215615,2021-03-25
B000008248,선린중학교,중학교,1951-09-01,공립,본교,운영,서울특별시 용산구 청파동3가 131-2,서울특별시 용산구 원효로97길 33-4,7010000,서울특별시교육청,7061000,서울특별시중부교육지원청,2013-11-29,2020-09-22,37.54248273,126.965997,2021-03-25
B000008219,상계제일중학교,중학교,1971-01-16,공립,본교,운영,서울특별시 노원구 중계동 132,서울특별시 노원구 덕릉로86길 29-15,7010000,서울특별시교육청,7051000,서울특별시북부교육지원청,2013-11-29,2020-09-22,37.66113509,127.07764009999998,2021-03-25
B000013489,보인고등학교,고등학교,1908-06-08,사립,본교,운영,서울특별시 송파구 오금동 162,서울특별시 송파구 오금로49길 18,7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2020-09-22,37.49721807,127.1383815,2021-03-25
B000002334,서울청룡초등학교,초등학교,1985-10-18,공립,본교,운영,서울특별시 관악구 봉천동 390-3,서울특별시 관악구 관악로5길 61,7010000,서울특별시교육청,7132000,서울특별시동작관악교육지원청,2013-11-29,2020-09-22,37.47578967,126.9512057,2021-03-25
B000002107,동산초등학교,초등학교,1966-03-10,사립,본교,운영,서울특별시 중구 신당동 333-579,서울특별시 중구 매봉18길 109,7010000,서울특별시교육청,7061000,서울특별시중부교육지원청,2013-11-29,2020-09-22,37.5557597,127.01716529999999,2021-03-25
B000013483,미림여자고등학교,고등학교,1979-05-31,사립,본교,운영,서울특별시 관악구 신림동 1557-1,서울특별시 관악구 호암로 546,7010000,서울특별시교육청,7132000,서울특별시동작관악교육지원청,2013-11-29,2020-09-22,37.46740652,126.93263370000001,2021-03-25
B000008220,중계중학교,중학교,1994-02-05,공립,본교,운영,서울특별시 노원구 중계동 358-3,서울특별시 노원구 덕릉로76길 23,7010000,서울특별시교육청,7051000,서울특별시북부교육지원청,2013-11-29,2020-09-22,37.65530037,127.0751922,2021-03-25
